City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Mogok,MM,2021-01-28 20:11:59,22.9167,96.5,55.54,70,0,1.9
1,Ribeira Grande,PT,2021-01-28 20:02:12,38.5167,-28.7,64.4,88,75,28.77
2,Bluff,NZ,2021-01-28 20:01:11,-46.6,168.3333,48.0,80,99,8.01
3,Ushuaia,AR,2021-01-28 19:59:36,-54.8,-68.3,44.6,81,75,23.02
4,Pisco,PE,2021-01-28 20:02:05,-13.7,-76.2167,78.01,73,0,9.22
5,Tura,IN,2021-01-28 20:12:00,25.5198,90.2201,58.48,59,0,3.11
6,Rikitea,PF,2021-01-28 20:02:13,-23.1203,-134.9692,79.3,69,91,3.94
7,Champerico,GT,2021-01-28 20:12:00,14.3,-91.9167,93.2,46,40,6.91
8,New Norfolk,AU,2021-01-28 20:02:12,-42.7826,147.0587,57.99,58,93,1.99
9,Cotonou,BJ,2021-01-28 20:12:00,6.3654,2.4183,84.2,79,20,11.5
10,Boyolangu,ID,2021-01-28 20:12:00,-8.1181,111.8935,74.82,89,100,8.48
11,Chuy,UY,2021-01-28 20:02:30,-33.6971,-53.4616,77.88,53,81,12.26
12,Lakatoro,VU,2021-01-28 20:12:01,-16.0999,167.4164,79.75,80,100,2.57
13,Aklavik,CA,2021-01-28 20:02:11,68.2191,-135.0107,-22.0,76,75,5.75
14,Roseburg,US,2021-01-28 20:10:18,43.2165,-123.3417,43.0,81,90,3.44
15,Ossora,RU,2021-01-28 20:12:01,59.2353,163.0719,1.35,85,100,4.14
16,Vaini,TO,2021-01-28 20:12:01,-21.2,-175.2,78.8,94,90,18.41
17,Kapaa,US,2021-01-28 20:12:02,22.0752,-159.319,75.2,78,75,17.27
18,Port Macquarie,AU,2021-01-28 20:03:46,-31.4333,152.9167,69.8,100,90,6.91
19,Albany,US,2021-01-28 20:00:17,42.6001,-73.9662,24.01,49,36,3.0
20,Faanui,PF,2021-01-28 20:02:15,-16.4833,-151.75,81.43,68,84,8.79
21,Port Elizabeth,ZA,2021-01-28 19:57:52,-33.918,25.5701,62.6,82,0,4.61
22,Mogadishu,SO,2021-01-28 19:58:56,2.0371,45.3438,77.31,79,0,23.24
23,Ancud,CL,2021-01-28 20:02:38,-41.8697,-73.8203,66.0,82,75,5.75
24,Alamos,MX,2021-01-28 20:12:03,27.0167,-108.9333,70.0,59,100,6.98
25,Launceston,AU,2021-01-28 20:12:03,-41.45,147.1667,51.8,71,90,8.05
26,Airai,TL,2021-01-28 20:02:37,-8.9266,125.4092,61.81,100,100,4.47
27,Tucumcari,US,2021-01-28 20:12:03,35.1717,-103.725,51.8,22,1,14.97
28,Ust-Nera,RU,2021-01-28 20:12:03,64.5667,143.2,-30.32,75,88,1.32
29,Urengoy,RU,2021-01-28 20:12:04,65.9667,78.3667,-31.77,83,100,11.52
30,Erzin,TR,2021-01-28 20:12:04,36.9559,36.2,55.0,63,100,6.96
31,Kodiak,US,2021-01-28 20:02:56,57.79,-152.4072,35.6,80,90,13.8
32,Sinop,TR,2021-01-28 20:12:04,41.7711,34.8709,31.1,96,100,1.52
33,Busselton,AU,2021-01-28 20:02:20,-33.65,115.3333,63.0,77,0,13.11
34,Flin Flon,CA,2021-01-28 20:03:31,54.7682,-101.865,1.4,78,90,11.5
35,Marrakesh,MA,2021-01-28 20:12:04,31.6315,-8.0083,68.0,37,0,5.75
36,Albox,ES,2021-01-28 20:12:05,37.3886,-2.1495,64.99,40,97,5.99
37,Yellowknife,CA,2021-01-28 20:00:03,62.456,-114.3525,-23.8,76,75,5.75
38,Verkhnyaya Inta,RU,2021-01-28 20:12:05,65.9811,60.3094,-26.64,86,81,4.56
39,Mataura,NZ,2021-01-28 20:08:12,-46.1927,168.8643,48.0,80,87,8.01
40,Punta Arenas,CL,2021-01-28 20:07:58,-53.15,-70.9167,48.2,57,75,23.02
41,Sao Filipe,CV,2021-01-28 20:02:10,14.8961,-24.4956,75.58,66,0,4.32
42,Katima Mulilo,NA,2021-01-28 20:12:06,-17.5,24.2667,70.59,92,100,3.44
43,Abu Kamal,SY,2021-01-28 20:12:06,34.4506,40.9171,52.54,64,32,0.43
44,Georgetown,MY,2021-01-28 20:07:24,5.4112,100.3354,78.8,94,20,6.33
45,Eirunepe,BR,2021-01-28 20:03:06,-6.6603,-69.8736,82.62,87,100,1.05
46,Makinsk,KZ,2021-01-28 20:11:19,52.6292,70.4169,17.64,94,100,13.33
47,Galesong,ID,2021-01-28 20:02:16,-5.3166,119.3661,75.2,100,40,2.3
48,Chake Chake,TZ,2021-01-28 20:12:06,-5.2459,39.7666,79.75,79,0,14.45
49,Pauini,BR,2021-01-28 20:12:06,-7.7136,-66.9764,85.17,67,82,3.27
50,Ostrovnoy,RU,2021-01-28 19:59:32,68.0531,39.5131,-2.07,90,92,12.62
51,Cabo San Lucas,MX,2021-01-28 19:57:27,22.8909,-109.9124,78.8,24,40,9.22
52,Matveyev Kurgan,RU,2021-01-28 20:12:07,47.5645,38.8695,34.81,88,90,10.94
53,Muros,ES,2021-01-28 20:02:38,42.7762,-9.0603,57.99,93,100,17.52
54,Mount Gambier,AU,2021-01-28 20:01:03,-37.8333,140.7667,64.4,100,90,4.27
55,La Ferte-Bernard,FR,2021-01-28 20:12:07,48.1863,0.6536,54.0,100,90,9.22
56,Palmer,US,2021-01-28 20:02:36,42.1584,-72.3287,30.99,50,20,18.41
57,Diffa,NE,2021-01-28 20:12:08,13.3154,12.6113,71.64,21,93,10.4
58,Puerto Del Rosario,ES,2021-01-28 20:02:38,28.5004,-13.8627,68.0,83,0,4.61
59,Cape Town,ZA,2021-01-28 20:02:10,-33.9258,18.4232,68.0,63,0,9.22
60,Crevedia,RO,2021-01-28 20:12:08,44.6,25.9333,28.99,100,2,3.44
61,Hermanus,ZA,2021-01-28 20:12:08,-34.4187,19.2345,60.01,84,4,6.35
62,Nosy Varika,MG,2021-01-28 20:12:08,-20.5833,48.5333,78.62,82,0,3.4
63,Dawson Creek,CA,2021-01-28 20:00:40,55.7666,-120.2362,-5.8,65,1,2.3
64,Carnarvon,AU,2021-01-28 19:58:32,-24.8667,113.6333,73.4,83,0,14.97
65,Nemuro,JP,2021-01-28 20:02:46,43.3236,145.575,27.77,93,100,21.47
66,Fare,PF,2021-01-28 20:12:09,-16.7,-151.0167,81.03,68,95,8.34
67,Pangnirtung,CA,2021-01-28 20:03:38,66.1451,-65.7125,-4.0,71,1,3.44
68,Takaka,NZ,2021-01-28 20:12:09,-40.85,172.8,59.0,72,28,1.99
69,Victoria,HK,2021-01-28 20:02:12,22.2855,114.1577,61.0,55,6,1.99
70,Hobart,AU,2021-01-28 20:12:09,-42.8794,147.3294,59.0,55,75,11.5
71,Lasa,IT,2021-01-28 19:59:24,46.6166,10.7002,32.0,55,90,4.61
72,Simao,CN,2021-01-28 20:12:10,22.7886,100.9748,51.35,89,0,2.24
73,San Patricio,US,2021-01-28 20:02:49,28.017,-97.5169,62.6,51,75,10.36
74,Conceicao Das Alagoas,BR,2021-01-28 20:12:10,-19.9147,-48.3883,83.5,62,100,4.61
75,Macae,BR,2021-01-28 20:12:10,-22.3708,-41.7869,89.6,48,0,12.66
76,Avarua,CK,2021-01-28 20:07:15,-21.2078,-159.775,84.2,70,20,13.8
77,Goderich,CA,2021-01-28 20:00:02,43.7501,-81.7165,19.4,93,100,19.57
78,Saravan,AM,2021-01-28 20:12:11,39.7196,45.6483,26.6,86,90,4.61
79,Srednekolymsk,RU,2021-01-28 20:12:11,67.45,153.6833,-17.32,88,100,7.25
80,Bambanglipuro,ID,2021-01-28 20:12:11,-7.95,110.2833,77.22,85,100,6.76
81,Arman,RU,2021-01-28 20:03:08,59.7,150.1667,-16.71,78,0,9.73
82,Hovd,MN,2021-01-28 20:03:07,48.0056,91.6419,4.35,83,0,1.28
83,Chifeng,CN,2021-01-28 20:03:12,42.2683,118.9636,-11.78,77,0,2.71
84,Mahebourg,MU,2021-01-28 20:02:31,-20.4081,57.7,78.01,80,13,3.0
85,Tingi,TZ,2021-01-28 20:12:11,-11.3,35.0333,65.59,92,100,2.46
86,Klaksvik,FO,2021-01-28 20:02:41,62.2266,-6.589,32.0,64,18,12.66
87,Qaanaaq,GL,2021-01-28 20:12:12,77.484,-69.3632,-12.21,67,0,9.73
88,Nikolskoye,RU,2021-01-28 20:07:56,59.7035,30.7861,33.8,86,75,8.95
89,Bulgan,MN,2021-01-28 20:12:12,48.8125,103.5347,13.12,83,2,14.83
90,Leh,IN,2021-01-28 20:12:12,34.1667,77.5833,2.35,61,48,0.54
91,Karacabey,TR,2021-01-28 20:12:12,40.2152,28.4038,32.0,93,20,1.14
92,Twin Falls,US,2021-01-28 20:12:12,42.3505,-114.6445,46.99,45,40,31.07
93,Devarkonda,IN,2021-01-28 20:12:12,16.7,78.9333,68.74,84,0,6.73
94,Umm Kaddadah,SD,2021-01-28 20:02:20,13.6017,26.6876,72.66,15,97,17.74
95,Kuala Terengganu,MY,2021-01-28 20:12:13,5.3302,103.1408,78.8,83,20,2.3
96,Jamestown,US,2021-01-28 20:10:10,42.097,-79.2353,17.01,79,90,17.27
97,Rio Gallegos,AR,2021-01-28 20:01:28,-51.6226,-69.2181,50.0,71,75,18.41
98,Sibu,MY,2021-01-28 20:12:13,2.3,111.8167,75.2,94,40,1.12
99,Eureka,US,2021-01-28 20:08:50,40.8021,-124.1637,48.99,84,100,3.27
100,East London,ZA,2021-01-28 20:07:25,-33.0153,27.9116,69.89,75,61,9.57
101,Barrow,US,2021-01-28 20:08:05,71.2906,-156.7887,-11.2,77,90,9.22
102,Coruripe,BR,2021-01-28 20:12:14,-10.1256,-36.1756,80.58,72,61,12.77
103,Tasiilaq,GL,2021-01-28 20:02:18,65.6145,-37.6368,28.4,86,90,18.41
104,Castro,BR,2021-01-28 20:12:14,-24.7911,-50.0119,70.81,90,100,5.21
105,Fjerritslev,DK,2021-01-28 20:12:14,57.0813,9.2664,27.0,93,20,2.3
106,Hilo,US,2021-01-28 20:12:14,19.7297,-155.09,75.2,69,75,5.75
107,Nelson Bay,AU,2021-01-28 20:12:15,-32.7167,152.15,69.8,100,90,11.5
108,Vanimo,PG,2021-01-28 20:12:15,-2.6741,141.3028,77.97,82,100,3.8
109,Luganville,VU,2021-01-28 20:12:15,-15.5333,167.1667,79.21,83,94,2.1
110,Pasighat,IN,2021-01-28 20:12:15,28.0667,95.3333,57.47,36,0,3.42
111,Pandamatenga,BW,2021-01-28 20:12:15,-18.5278,25.627,69.21,94,100,5.14
112,Miguel Calmon,BR,2021-01-28 20:12:15,-11.4289,-40.595,84.42,42,100,5.91
113,Pringsewu,ID,2021-01-28 20:12:16,-5.3582,104.9744,72.5,93,100,1.41
114,Chokurdakh,RU,2021-01-28 20:02:17,70.6333,147.9167,-18.65,88,100,7.36
115,Imbituba,BR,2021-01-28 20:11:37,-28.24,-48.6703,78.8,89,75,10.36
116,Ponta Do Sol,PT,2021-01-28 20:02:17,32.6667,-17.1,61.0,76,46,3.6
117,Atuona,PF,2021-01-28 20:12:16,-9.8,-139.0333,78.13,80,16,20.24
118,Barahona,DO,2021-01-28 20:12:16,18.2085,-71.1008,84.2,74,40,17.27
119,Ust-Kuyga,RU,2021-01-28 20:03:43,70.0167,135.6,-45.99,74,32,6.53
120,Te Anau,NZ,2021-01-28 20:02:33,-45.4167,167.7167,44.13,83,92,2.42
121,Baghdad,IQ,2021-01-28 20:11:48,33.3406,44.4009,53.6,58,0,6.91
122,Namie,JP,2021-01-28 20:11:43,37.4833,141.0,36.0,94,5,22.5
123,Pevek,RU,2021-01-28 20:12:17,69.7008,170.3133,-19.7,85,28,1.23
124,Salinopolis,BR,2021-01-28 20:12:17,-0.6136,-47.3561,82.18,73,67,11.83
125,Butaritari,KI,2021-01-28 20:12:17,3.0707,172.7902,80.85,80,93,18.77
126,Bethel,US,2021-01-28 20:12:17,41.3712,-73.414,28.4,43,1,18.41
127,Lucapa,AO,2021-01-28 20:12:18,-8.4192,20.7447,66.65,91,97,1.59
128,Abu Samrah,SY,2021-01-28 20:02:52,35.3029,37.1841,45.07,85,58,5.88
129,Tessalit,ML,2021-01-28 20:02:47,20.1986,1.0114,71.04,20,0,11.36
130,Thompson,CA,2021-01-28 20:02:23,55.7435,-97.8558,-4.0,84,75,3.44
131,Leshukonskoye,RU,2021-01-28 20:02:39,64.8989,45.7622,-7.1,90,1,6.29
132,Cherskiy,RU,2021-01-28 20:02:45,68.75,161.3,-27.83,85,100,2.46
133,Bengkulu,ID,2021-01-28 20:02:38,-3.8004,102.2655,75.07,90,98,9.1
134,Abu Dhabi,AE,2021-01-28 20:11:04,24.4667,54.3667,68.0,77,0,3.44
135,Tiksi,RU,2021-01-28 20:12:19,71.6872,128.8694,-20.38,87,100,6.06
136,Puerto Ayora,EC,2021-01-28 20:02:27,-0.7393,-90.3518,84.2,70,20,13.8
137,Butzow,DE,2021-01-28 20:12:19,53.85,11.9833,33.01,80,20,9.22
138,Arraial Do Cabo,BR,2021-01-28 20:07:50,-22.9661,-42.0278,91.4,57,0,20.71
139,Nizhneudinsk,RU,2021-01-28 20:11:00,54.9076,99.0276,-24.07,84,100,2.06
140,Hithadhoo,MV,2021-01-28 20:07:54,-0.6,73.0833,81.68,70,100,10.22
141,Lloydminster,CA,2021-01-28 20:12:19,53.2835,-110.0016,5.0,78,90,3.44
142,Lorengau,PG,2021-01-28 20:12:20,-2.0226,147.2712,81.07,77,97,4.94
143,Codrington,AU,2021-01-28 20:12:20,-38.2667,141.9667,65.23,94,100,12.17
144,Kiruna,SE,2021-01-28 20:02:45,67.8557,20.2251,8.6,92,90,5.75
145,Potenza,IT,2021-01-28 20:12:20,40.6443,15.8086,48.99,75,0,19.57
146,Ketchikan,US,2021-01-28 20:02:22,55.3422,-131.6461,26.6,80,1,3.2
147,Upernavik,GL,2021-01-28 20:12:20,72.7868,-56.1549,-12.01,88,70,11.01
148,Mao,ES,2021-01-28 20:12:20,39.8885,4.2658,55.4,94,0,0.92
149,Xuddur,SO,2021-01-28 20:12:21,4.1213,43.8894,76.89,40,0,14.32
150,Veraval,IN,2021-01-28 20:12:21,20.9,70.3667,65.86,30,0,14.54
151,Sitka,US,2021-01-28 20:02:29,57.0531,-135.33,28.4,74,90,4.14
152,Borba,BR,2021-01-28 20:12:21,-4.3878,-59.5939,82.83,89,94,1.03
153,Flinders,AU,2021-01-28 20:12:21,-34.5833,150.8552,66.99,92,100,1.01
154,Cidreira,BR,2021-01-28 20:02:47,-30.1811,-50.2056,75.87,80,100,11.34
155,Dhemaji,IN,2021-01-28 20:12:21,27.4833,94.5833,56.7,55,0,4.76
156,Ambanja,MG,2021-01-28 20:12:22,-13.6833,48.45,76.32,89,99,2.73
157,Longyearbyen,SJ,2021-01-28 20:02:03,78.2186,15.6401,-2.2,55,20,27.63
158,Vardo,NO,2021-01-28 20:03:24,70.3705,31.1107,23.0,74,75,25.32
159,Vila,PT,2021-01-28 20:03:06,42.0304,-8.1588,53.01,95,100,10.0
160,Tigil,RU,2021-01-28 20:09:40,57.8,158.6667,-11.63,90,100,3.31
161,Bialystok,PL,2021-01-28 20:12:22,53.1333,23.15,26.01,90,100,9.01
162,Aden,YE,2021-01-28 20:02:33,12.7794,45.0367,75.38,71,0,13.49
163,Mahajanga,MG,2021-01-28 20:12:22,-15.7167,46.3167,82.4,83,20,5.75
164,Saint George,US,2021-01-28 19:58:49,37.1041,-113.5841,53.01,37,1,14.97
165,Taoudenni,ML,2021-01-28 20:08:20,22.6783,-3.9836,71.78,22,0,15.52
166,Lavrentiya,RU,2021-01-28 20:02:27,65.5833,-171.0,-8.18,85,100,13.27
167,Kavaratti,IN,2021-01-28 20:03:00,10.5669,72.642,80.08,72,64,7.9
168,Bredasdorp,ZA,2021-01-28 20:02:24,-34.5322,20.0403,62.6,67,2,5.75
169,Hambantota,LK,2021-01-28 20:02:58,6.1241,81.1185,76.17,83,50,2.93
170,Smolenka,RU,2021-01-28 20:12:23,52.1352,113.4974,-32.8,68,40,1.66
171,Sao Felix Do Xingu,BR,2021-01-28 20:12:23,-6.6447,-51.995,72.63,96,100,0.72
172,Quatre Cocos,MU,2021-01-28 20:12:24,-20.2078,57.7625,78.01,94,75,5.75
173,Ampanihy,MG,2021-01-28 20:12:24,-24.7,44.75,74.75,88,8,3.24
174,Iqaluit,CA,2021-01-28 20:02:52,63.7506,-68.5145,-9.4,70,1,26.46
175,Severo-Kurilsk,RU,2021-01-28 20:02:47,50.6789,156.125,27.7,92,54,12.91
176,Coquimbo,CL,2021-01-28 19:58:23,-29.9533,-71.3436,64.4,72,20,13.8
177,Bilibino,RU,2021-01-28 20:08:18,68.0546,166.4372,-18.35,81,100,7.63
178,Podor,MR,2021-01-28 20:12:25,16.6527,-14.9587,86.0,20,0,2.3
179,Namibe,AO,2021-01-28 20:03:01,-15.1961,12.1522,74.61,76,98,10.56
180,Kununurra,AU,2021-01-28 20:12:25,-15.7667,128.7333,78.8,100,75,8.05
181,Lichinga,MZ,2021-01-28 20:12:25,-13.3128,35.2406,68.0,100,75,2.3
182,Katiola,CI,2021-01-28 20:12:25,8.1333,-5.1,84.2,54,14,4.61
183,Bilma,NE,2021-01-28 20:02:42,18.6853,12.9164,66.4,23,0,10.29
184,Palencia,ES,2021-01-28 20:12:26,42.4167,-4.5,55.99,86,97,7.0
185,Nabisar,PK,2021-01-28 20:12:26,25.0685,69.6419,59.14,27,0,9.28
186,Vitorino Freire,BR,2021-01-28 20:12:26,-4.0667,-45.1667,80.83,91,91,4.54
187,Torbay,CA,2021-01-28 20:08:48,47.6666,-52.7314,27.0,93,90,11.5
188,Saint-Philippe,RE,2021-01-28 20:02:27,-21.3585,55.7679,78.8,73,0,8.05
189,Kachug,RU,2021-01-28 20:12:10,53.9606,105.8817,-24.05,81,94,5.17
190,Half Moon Bay,US,2021-01-28 20:08:55,37.4636,-122.4286,53.6,82,75,9.22
191,Nuuk,GL,2021-01-28 20:02:46,64.1835,-51.7216,30.2,59,20,17.27
192,Lewiston,US,2021-01-28 20:12:27,44.1003,-70.2148,30.2,64,90,10.36
193,Tuktoyaktuk,CA,2021-01-28 20:09:34,69.4541,-133.0374,-34.6,74,1,10.36
194,Garcia Hernandez,PH,2021-01-28 20:12:27,9.6144,124.2946,76.96,81,77,14.23
195,Nyimba,ZM,2021-01-28 20:12:27,-14.5566,30.8149,72.73,76,99,2.84
196,Mwinilunga,ZM,2021-01-28 20:12:27,-11.7358,24.4293,63.23,94,100,3.04
197,Vila Franca Do Campo,PT,2021-01-28 19:59:06,37.7167,-25.4333,63.0,94,75,19.57
198,Varzea Da Palma,BR,2021-01-28 20:12:28,-17.5981,-44.7308,85.84,47,68,3.53
199,Dikson,RU,2021-01-28 20:12:28,73.5069,80.5464,-31.94,79,65,5.1
200,Juneau,US,2021-01-28 20:12:28,58.3019,-134.4197,19.4,63,90,4.36
201,Namatanai,PG,2021-01-28 20:02:49,-3.6667,152.4333,80.06,80,60,4.99
202,Husavik,IS,2021-01-28 20:02:55,66.0449,-17.3389,-4.0,84,0,2.3
203,Muswellbrook,AU,2021-01-28 20:12:28,-32.2667,150.9,68.0,86,100,5.99
204,Mirik,IN,2021-01-28 20:12:29,26.8945,88.1848,44.47,74,0,4.59
205,Pokrovsk,UA,2021-01-28 20:12:29,48.282,37.1758,32.11,93,1,14.97
206,Bandundu,CD,2021-01-28 20:12:29,-3.3167,17.3667,73.99,88,91,1.52
207,Nicoya,CR,2021-01-28 20:03:30,10.1483,-85.452,89.6,37,0,31.07
208,Lokosovo,RU,2021-01-28 20:12:29,61.1333,74.8167,0.1,93,100,3.24
209,Gawler,AU,2021-01-28 20:12:29,-34.6,138.7333,64.99,69,63,4.18
210,Port Alfred,ZA,2021-01-28 20:08:03,-33.5906,26.891,66.99,76,0,4.0
211,Peniche,PT,2021-01-28 20:12:30,39.3558,-9.3811,55.99,99,63,5.01
212,Domodossola,IT,2021-01-28 20:12:30,46.1165,8.2931,39.0,82,52,1.99
213,Jumla,NP,2021-01-28 20:12:30,29.2747,82.1838,30.31,73,0,5.19
214,Tias,ES,2021-01-28 20:12:30,28.9611,-13.645,68.0,83,0,2.3
215,Harper,LR,2021-01-28 20:09:11,4.375,-7.7169,78.66,84,9,5.48
216,Nhulunbuy,AU,2021-01-28 20:12:30,-12.2333,136.7667,77.0,94,75,8.05
217,Sosnovo-Ozerskoye,RU,2021-01-28 20:12:09,52.5249,111.5418,-25.56,87,95,3.6
218,Alofi,NU,2021-01-28 20:03:13,-19.0595,-169.9187,77.0,94,90,10.36
219,Necochea,AR,2021-01-28 20:03:13,-38.5473,-58.7368,75.0,52,100,4.0
220,Lundazi,ZM,2021-01-28 20:12:31,-12.2929,33.1782,68.34,89,100,3.09
221,Walvis Bay,NA,2021-01-28 20:12:31,-22.9575,14.5053,66.2,82,0,5.75
222,Fernley,US,2021-01-28 20:12:31,39.608,-119.2518,41.0,100,100,5.01
223,Polunochnoye,RU,2021-01-28 20:12:31,60.8697,60.4153,17.29,96,3,5.39
224,Khasan,RU,2021-01-28 20:12:31,42.4308,130.6434,3.15,84,75,35.7
225,Talnakh,RU,2021-01-28 20:03:01,69.4865,88.3972,-33.38,74,0,5.46
226,Nuevo Progreso,MX,2021-01-28 20:12:32,23.1667,-97.95,72.0,43,37,7.0
227,Margate,GB,2021-01-28 20:12:32,51.3813,1.3862,51.01,86,100,4.0
228,Mar Del Plata,AR,2021-01-28 20:08:39,-38.0023,-57.5575,82.4,44,75,8.05
229,Hofn,IS,2021-01-28 20:03:18,64.2539,-15.2082,32.0,59,75,8.05
230,Kedrovyy,RU,2021-01-28 20:12:09,56.1667,91.8167,-13.0,77,75,8.95
231,Bonavista,CA,2021-01-28 20:02:59,48.6499,-53.1147,25.0,80,100,3.44
232,Jalali,IN,2021-01-28 20:12:33,27.8667,78.2667,47.88,52,0,4.16
233,Borogontsy,RU,2021-01-28 20:12:33,62.6683,131.1683,-50.51,76,95,2.77
234,Verkhnevilyuysk,RU,2021-01-28 20:12:33,63.4453,120.3167,-48.57,77,100,2.55
235,Rangia,IN,2021-01-28 20:12:33,26.4667,91.6333,55.4,88,40,3.94
236,Mayo,US,2021-01-28 20:02:43,38.8876,-76.5119,37.0,41,1,23.02
237,Slave Lake,CA,2021-01-28 20:11:31,55.2834,-114.769,-2.2,84,90,4.61
238,Port Hedland,AU,2021-01-28 20:08:13,-20.3167,118.5667,78.8,89,0,6.91
239,Aykhal,RU,2021-01-28 20:08:33,66.0,111.5,-36.87,80,56,5.82
240,Mount Isa,AU,2021-01-28 20:02:39,-20.7333,139.5,75.2,64,73,16.08
241,Otjiwarongo,NA,2021-01-28 20:08:31,-20.4637,16.6477,74.07,50,100,3.65
242,Luwuk,ID,2021-01-28 20:12:34,-0.9516,122.7875,77.49,68,90,4.88
243,Askim,NO,2021-01-28 20:12:34,59.5833,11.1629,12.0,90,0,2.51
244,Esperance,AU,2021-01-28 20:02:49,-33.8667,121.9,57.2,88,1,4.61
245,Biltine,TD,2021-01-28 20:12:35,14.5333,20.9167,74.01,16,76,13.87
246,Khatanga,RU,2021-01-28 20:12:35,71.9667,102.5,-40.27,75,0,3.51
247,Gat,IL,2021-01-28 20:03:02,31.61,34.7642,52.0,100,1,1.99
248,Road Town,VG,2021-01-28 20:12:35,18.4167,-64.6167,82.4,57,20,8.05
249,Yulara,AU,2021-01-28 20:12:35,-25.2406,130.9889,84.2,45,40,4.61
250,Araguacu,BR,2021-01-28 20:12:35,-12.9306,-49.8264,81.93,75,100,2.89
251,Tateyama,JP,2021-01-28 20:12:35,34.9833,139.8667,50.0,62,20,17.27
252,Dezhou,CN,2021-01-28 20:12:36,37.4486,116.2925,25.47,66,0,9.75
253,Sinnamary,GF,2021-01-28 20:08:19,5.3833,-52.95,79.52,73,75,8.08
254,Buin,CL,2021-01-28 20:12:36,-33.7333,-70.75,86.0,22,75,8.05
255,Puerto Carreno,CO,2021-01-28 20:12:36,6.189,-67.4859,92.95,36,100,14.38
256,Myaundzha,RU,2021-01-28 20:12:11,63.0494,147.1858,-21.69,84,100,3.0
257,Elbistan,TR,2021-01-28 20:12:36,38.2059,37.1983,28.47,96,59,2.37
258,Nisia Floresta,BR,2021-01-28 20:12:36,-6.0911,-35.2086,84.2,65,75,18.41
259,Kamakwie,SL,2021-01-28 20:12:36,9.5,-12.2333,84.18,22,100,5.06
260,Yar-Sale,RU,2021-01-28 20:12:37,66.8333,70.8333,-27.65,85,100,9.4
261,Stutterheim,ZA,2021-01-28 20:12:37,-32.5708,27.424,56.53,96,23,3.49
262,Gubkinskiy,RU,2021-01-28 20:12:37,64.434,76.5026,-24.95,86,100,11.25
263,Siguiri,GN,2021-01-28 20:12:37,11.6667,-9.5,78.91,15,79,2.17
264,Erenhot,CN,2021-01-28 20:03:27,43.6475,111.9767,7.27,87,0,11.54
265,Sorong,ID,2021-01-28 20:09:39,-0.8833,131.25,80.37,81,100,10.36
266,Carutapera,BR,2021-01-28 20:03:42,-1.195,-46.02,83.17,66,57,9.51
267,Komsomolskiy,UZ,2021-01-28 20:07:40,40.4272,71.7189,30.2,59,0,6.91
268,Obidos,BR,2021-01-28 20:12:38,-1.9175,-55.5181,86.32,62,70,5.55
269,Stony Plain,CA,2021-01-28 20:12:38,53.5334,-114.0021,3.99,85,20,4.61
270,Kloulklubed,PW,2021-01-28 20:03:33,7.0419,134.2556,77.0,94,90,8.05
271,Bara,NG,2021-01-28 20:12:38,10.3744,10.7288,77.65,17,38,10.47
272,Medea,DZ,2021-01-28 20:12:38,36.2642,2.7539,55.4,88,0,3.44
273,Buala,SB,2021-01-28 20:03:09,-8.145,159.5921,80.78,83,100,13.76
274,Ramanuj Ganj,IN,2021-01-28 20:12:39,23.8,83.7,55.35,43,69,1.39
275,Sibolga,ID,2021-01-28 20:12:39,1.7427,98.7792,74.26,74,100,4.05
